id,title,genres,overview,director,cast,runtime,release_date,rating,poster_url,trailer_url
7380,Stree 2,Horror | Comedy,"Following the events of 'Stree', the town of Chanderi is being haunted again. This time, women are mysteriously abducted by a terrifying headless entity. Once again, it's up to Vicky and friends to save their town and loved ones.",Amar Kaushik,"Rajkummar Rao, Shraddha Kapoor, Aparshakti Khurana, Abhishek Banerjee, Pankaj Tripathi",143,15/08/2024,6.7,/static/posters/Stree_2.jpg,https://www.youtube.com/embed/VlvOgk5BHS4
7381,The Soul Eater,Thriller | Horror | Crime | Mystery,"When the disappearance of children and bloody murders multiply in a small mountain village, an old legend shrouded in sulphur reappears... Commander Guardiano and Captain of the Gendarmerie De Rolan are forced to join forces to uncover the truth.",Julien Maury,"Virginie Ledoyen, Paul Hamy, Sandrine Bonnaire, Malik Zidi, Emmanuel Lanzi",111,24/04/2024,6.113,/static/posters/The_Soul_Eater.jpg,https://www.youtube.com/embed/aCJgWqMpgMA
7382,Humane,Horror | Science Fiction | Thriller,"In the wake of an environmental collapse that has forced humanity to shed 20% of its population, a family dinner erupts into chaos when a father's plan to enlist in the government's new euthanasia program goes horribly awry.",Caitlin Cronenberg,"Jay Baruchel, Emily Hampshire, Sebastian Chacon, Alanna Bale, Sirena Gulamgaus",93,26/04/2024,5.21,/static/posters/Humane.jpg,https://www.youtube.com/embed/V4b-OMLNWE0
7383,Sons,Drama | Thriller,"Eva, an idealistic prison officer, is faced with the dilemma of her life when a young man from her past gets transferred to the prison where she works. Without revealing her secret, Eva asks to be moved to the young man’s ward – the toughest and most violent in the prison. Here begins an unsettling psychological thriller, where Eva’s sense of justice puts both her morality and future at stake.",Gustav Möller,"Sidse Babett Knudsen, Sebastian Bull Sarning, Dar Salim, Marina Bouras, Olaf Johannessen",100,10/07/2024,6.784,/static/posters/Sons.jpg,https://www.youtube.com/embed/PDVGhfkSn70
7384,Mission: Cross,Action | Comedy,"In the ultimate test of marriage, an agent-turned-househusband gets tangled in a perilous mission with his detective wife, who's clueless about his past.",Lee Myung-hoon,"Hwang Jung-min, Yum Jung-ah, Jeon Hye-jin, Jeong Man-sik, Kim Chan-hyung",100,08/08/2024,6.985,/static/posters/Mission_Cross.jpg,https://www.youtube.com/embed/hKYZrznkYZ0
7385,Hold Your Breath,Horror | Thriller | Drama,"In 1930s Oklahoma amid the region's horrific dust storms, a woman is convinced that a sinister presence is threatening her family.",Will Joines,"Sarah Paulson, Amiah Miller, Annaleigh Ashford, Alona Jane Robbins, Ebon Moss-Bachrach",94,12/09/2024,5.929,/static/posters/Hold_Your_Breath.jpg,https://www.youtube.com/embed/JNdz0EhDbbc
7386,Mapanukso,Drama,Story about a group of five macho dancers navigating their own lives and the women who would do anything to keep them by their side.,Jose Abdel Langit,"Sean de Guzman, Marco Gomez, Tiffany Grey, Ataska Mercado, Itan Magnaye",95,15/03/2024,5.9,/static/posters/Mapanukso.jpg,https://www.youtube.com/embed/T2ycZ1On4ZQ
7387,Stormy,Documentary,Delve into the life and times of Stormy Daniels as she shares her story and account of events that have become part of American history.,Sarah Gibson,"Stormy Daniels, Jimmy Kimmel, Rachel Maddow, Demi Delia, Seth Rogen",109,08/03/2024,6.7,/static/posters/Stormy.jpg,https://www.youtube.com/embed/_tE7h_TJkxg
7388,Guest from the Future,Science Fiction | Adventure | Family,"Kolya is an ordinary guy: video games, rap and friends. The last thing he cares about is the future. Until one day, he gets into the future himself. And everything is not easy there. The Earth coalition won the intergalactic war and lives quite happily, only the leaders of the defeated pirate forces are secretly preparing a new offensive. To do so, they need to go back in time and change the course of history, and Kolya unwittingly becomes their tool. But most importantly, Kolya meets Alisa, a girl unlike anyone else.",Alexander Andryuschenko,"Dasha Vereshchagina, Mark Eydelshteyn, Alexander Petrov, Viktoriya Isakova, Yura Borisov",141,18/04/2024,7.6,/static/posters/Guest_from_the_Future.jpg,https://www.youtube.com/embed/EfUNm8Jumkc
7389,"Oh, Canada",Drama,"Famed Canadian-American leftist documentary filmmaker Leonard Fife was one of sixty thousand draft evaders and deserters who fled to Canada to avoid serving in Vietnam. Now in his late seventies, Fife is dying of cancer in Montreal and has agreed to a final interview in which he is determined to bare all his secrets at last, to demythologize his mythologized life.",Paul Schrader,"Richard Gere, Uma Thurman, Jacob Elordi, Michael Imperioli, Victoria Hill",94,06/12/2024,6.1,"/static/posters/Oh,_Canada.jpg",https://www.youtube.com/embed/m9HyH3RxHDs
7390,Drive-Away Dolls,Comedy | Crime,"Jamie, an uninhibited free spirit bemoaning yet another breakup with a girlfriend, and her demure friend Marian desperately needs to loosen up. In search of a fresh start, the two embark on an impromptu road trip to Tallahassee, but things quickly go awry when they cross paths with a group of inept criminals along the way.",Ethan Coen,"Margaret Qualley, Geraldine Viswanathan, Beanie Feldstein, Joey Slotnick, C.J. Wilson",84,22/02/2024,5.5,/static/posters/Drive-Away_Dolls.jpg,https://www.youtube.com/embed/_vy_7UGICJU
7391,Dead Talents Society,Horror | Comedy,"A sheepish rookie ghost must scare the living or risk vanishing forever. With help from a once-lauded mentor, she works to master the art of haunting.",John Hsu,"Chen Bolin, Sandrine Pinna, Gingle Wang, Yao Yi Ti, Bai Jing-yi",110,07/08/2024,6.96,/static/posters/Dead_Talents_Society.jpg,https://www.youtube.com/embed/YEMc4m4vYZc
7392,Asphalt City,Thriller | Drama,"A young paramedic is paired with a seasoned partner on the night shift in New York revealing a city in crisis. Discovering the chaos firsthand, he is tested with the ethical ambiguity that can be the difference between life and death.",Jean-Stéphane Sauvaire,"Sean Penn, Tye Sheridan, Gbenga Akinnagbe, Raquel Nave, Kali Reis",120,28/03/2024,6.261,/static/posters/Asphalt_City.jpg,https://www.youtube.com/embed/m5buqYihMg8
7393,The Wailing,Horror,"Andrea, in search of her biological family, feels stalked by an invisible threat. Other women before them have suffered the same fate. Twenty years earlier, on the other side of the world, Camille, fascinated by Marie, tries to warn her of a threat hanging over her.",Pedro Martín Calero,"Ester Expósito, Mathilde Ollivier, Malena Villa, José Luis Ferrer, Claudia Roset",107,25/10/2024,6.311,/static/posters/The_Wailing.jpg,https://www.youtube.com/embed/QAVhQtHvCX8
7394,Hanu-Man,Fantasy | Action | Comedy | Science Fiction,"In a small village, Hanumanthu, a petty thief, finds a mysterious gem, that gives him god-like powers. Will he succeed in keeping these powers from falling into the wrong hands and save his village?",Prasanth Varma,"Teja Sajja, Vinay Rai, Amritha Aiyer, Varalaxmi Sarathkumar, Vennela Kishore",159,11/01/2024,6.4,/static/posters/Hanu-Man.jpg,https://www.youtube.com/embed/2IXNyRSXQuw
7395,Noah's Ark,Animation | Music | Comedy | Fantasy | Family,"A pair of mice attempt to board Noah's Ark: Vini, a charismatic poet with terrible stage fright, and Tito, a talented and charming guitarist. When the rains come, only one male and one female of each species is allowed on Noah's Ark. With the help of an ingenious cockroach and fate's good luck, Vini and Tito sneak their way onto the Ark and together avert a showdown among the ships carnivores and plant eaters. All the while, the animals perform a series of classic songs inspired by world renowned poet, Vinicius de Moraes. Can these talented stowaways use music to break the tension and help these cooped up creatures survive the 40 days and 40 nights together?",Sérgio Machado,"Rodrigo Santoro, Marcelo Adnet, Alice Braga, Lázaro Ramos, Júlio Andrade",96,05/01/2024,6.9,/static/posters/Noah's_Ark.jpg,https://www.youtube.com/embed/ZKsN4YnLqBw
7396,Someone Like You,Romance | Drama,"Shocking news hits after young architect Dawson loses his best friend London. In his heartbreak, Dawson is compelled to launch an impossible search for London’s secret sister, twins separated as embryos. But along the way, Dawson never planned to fall in love.",Tyler Russell,"Sarah Fisher, Jake Allyn, Lynn Collins, Robyn Lively, Bart Johnson",118,02/04/2024,7.283,/static/posters/Someone_Like_You.jpg,https://www.youtube.com/embed/oQ7iDaQAjgE
7397,Ezra,Comedy | Drama,"Stand-up comedian Max Bernal lives with his father Stan while struggling to co-parent his autistic son Ezra with his ex-wife. When forced to confront difficult decisions about their son's future, Max and Ezra embark on a cross-country road trip that has a transcendent impact on both their lives.",Tony Goldwyn,"Bobby Cannavale, William A. Fitzgerald, Robert De Niro, Rose Byrne, Vera Farmiga",100,30/05/2024,7,/static/posters/Ezra.jpg,https://www.youtube.com/embed/lIAvkyGy8vQ
7398,Wake Up,Horror | Thriller | Action,"A group of young activists set out to make an environmental statement by vandalizing a home superstore as it closes. But their plan goes terribly wrong when they become trapped inside and must face a deranged security guard with a gruesome passion for primitive hunting. As the night fills with violence and terror, the teenagers find themselves in a desperate fight for their lives.",François Simard,"Turlough Convery, Benny O. Arthur, Jacqueline Moré, Thomas Gould, Alessia Yoko Fontana",80,08/05/2024,7.093,/static/posters/Wake_Up.jpg,https://www.youtube.com/embed/spMtApMBA8U
7399,Maria,Drama | Music,"Maria Callas, the world's greatest opera singer, lives the last days of her life in 1970s Paris, as she confronts her identity and life.",Pablo Larraín,"Angelina Jolie, Pierfrancesco Favino, Alba Rohrwacher, Haluk Bilginer, Kodi Smit-McPhee",122,27/11/2024,6.463,/static/posters/Maria.jpg,https://www.youtube.com/embed/5x8DpKkkUno
7400,Tyler Perry's Divorce in the Black,Drama | Thriller,"Ava, a young bank professional is devastated when her husband Dallas abandons a marriage she is determined to fight for until fate intervenes, revealing Dallas' wicked deeds that have trashed their marriage, and once upon a time sabotaged Ava's destiny to be loved by her true soulmate.",Tyler Perry,"Meagan Good, Cory Hardrict, Joseph Lee Anderson, Taylor Polidore, Shannon Wallace",121,11/07/2024,7.1,/static/posters/Tyler_Perry's_Divorce_in_the_Black.jpg,https://www.youtube.com/embed/yGi0O0zDSjQ
7401,All We Imagine as Light,Drama,"In Mumbai, Nurse Prabha's routine is troubled when she receives an unexpected gift from her estranged husband. Her younger roommate, Anu, tries in vain to find a spot in the city to be intimate with her boyfriend. A trip to a beach town allows them to find a space for their desires to manifest.",Payal Kapadia,"Kani Kusruti, Divya Prabha, Chhaya Kadam, Hridhu Haroon, Azees Nedumangad",118,21/09/2024,7,/static/posters/All_We_Imagine_as_Light.jpg,https://www.youtube.com/embed/Yf1jAx6VhZ8
7402,The Haunted Apartment: “Miss K”,Horror | Thriller | Mystery,"Apartment 610 holds a dark and terrifying secret: anyone who enters it will die within four days. Can Alma and her sister, Mia, escape the curse?",Guntur Soeharjanto,"Cinta Laura Kiehl, Arifin Putra, Callista Arum, Indra Brasco, Intan RJ",103,25/12/2024,5.4,/static/posters/The_Haunted_Apartment_“Miss_K”.jpg,https://www.youtube.com/embed/_tPATdOd8aw
7403,Wanted Man,Action,"Follows a police officer who must retrieve an eyewitness and escort her after a cartel shooting leaves several DEA agents dead, but then he must decide who to trust when they discover that the attack was executed by American forces.",Dolph Lundgren,"Dolph Lundgren, Kelsey Grammer, Michael Paré, Roger Cross, Aaron McPherson",85,01/04/2024,6.771,/static/posters/Wanted_Man.jpg,https://www.youtube.com/embed/FVHTquAjKdQ
7404,No Time to Spy: A Loud House Movie,Animation | Action | Adventure | Comedy | Family,"Lincoln and the Louds are ecstatic to welcome their new Gran-Gran, Myrtle, into the family with a tropical wedding celebration; but the festivities are cut short when an old nemesis from Myrtle's secret agent past appears on the island.",Kyle Marshall,"Bentley Griffin, Alex Cazares, Piotr Michael, Brian Stepanek, Amy Sedaris",81,21/06/2024,7,/static/posters/No_Time_to_Spy_A_Loud_House_Movie.jpg,https://www.youtube.com/embed/3gPGMqXUFl0
7405,Harbin,Action | Thriller | History | War,"In 1909, several years after Korea is forced into becoming a Japanese colony, freedom fighters plot the daring assassination of Japan's prime minister during their quest for independence.",Woo Min-ho,"Hyun Bin, Park Jeong-min, Jo Woo-jin, Jeon Yeo-been, Lee Dong-wook",108,24/12/2024,8,/static/posters/Harbin.jpg,https://www.youtube.com/embed/kEFkjyj10ec
7406,Young Woman and the Sea,History | Drama,"This is the extraordinary true story of Trudy Ederle, the first woman to successfully swim the English Channel. Through the steadfast support of her older sister and supportive trainers, she overcame adversity and the animosity of a patriarchal society to rise through the ranks of the Olympic swimming team and complete the 21-mile trek from France to England.",Joachim Rønning,"Daisy Ridley, Tilda Cobham-Hervey, Stephen Graham, Kim Bodnia, Jeanette Hain",129,31/05/2024,7.897,/static/posters/Young_Woman_and_the_Sea.jpg,https://www.youtube.com/embed/7tNvrYzPUrk
7407,The Best Christmas Pageant Ever,Comedy | Drama | Family,"The Herdman kids are undeniably the worst kids in the history of the world. They lie, steal, cheat, bully and overall terrorize their small community. But this Christmas, they're taking over their local church Pageant – and they just might unwittingly teach a shocked little town the true meaning of Christmas.",Dallas Jenkins,"Judy Greer, Pete Holmes, Molly Belle Wright, Lauren Graham, Sebastian Billingsley-Rodriguez",99,07/11/2024,6.905,/static/posters/The_Best_Christmas_Pageant_Ever.jpg,https://www.youtube.com/embed/SlB3K_PS7Hc
7408,V/H/S/Beyond,Horror | Science Fiction | Thriller,"The infinite playground of forbidden worlds and dangerous lifeforms offered by the sci-fi horror genre will lead to the biggest, maddest, bloodiest V/H/S ever.",Jordan Downey,"Brian Baker, Trevor Dow, Gerry Eng, Sam Gorski, Mitch Horowitz",114,20/09/2024,6.746,/static/posters/VHSBeyond.jpg,https://www.youtube.com/embed/h1zNXVG6zTw
7409,The Kingdom,Drama | Thriller | Crime,"Teenage Lesia is taken by a man to a villa where her fugitive father and his men are hiding. A war erupts, leading to death and a chase where father and daughter bond.",Julien Colonna,"Ghjuvanna Benedetti, Saveriu Santucci, Anthony Morganti, Andrea Cossu, Thomas Bronzini de Caraffa",108,13/11/2024,7.154,/static/posters/The_Kingdom.jpg,https://www.youtube.com/embed/bMRpO8Wxl0A
7410,Trouble,Action | Comedy | Crime,"Wrongfully convicted of murder, a clumsy electronics salesman faces police corruption and criminal conspiracies in an attempt to prove his innocence.",Jon Holmberg,"Filip Berg, Amy Deasismont, Joakim Sällquist, Eva Melander, Måns Nathanaelson",98,02/10/2024,6.667,/static/posters/Trouble.jpg,https://www.youtube.com/embed/hdbBfoLqhc0
7411,Maidaan,Drama,"Inspired by the Indian national football team coach and manager Syed Abdul Rahim, who is regarded as the architect of Indian football, encapsulating the golden era from 1952 to 1962.",Amit Sharma,"Ajay Devgn, Priyamani, Gajraj Rao, Baharul Islam, Rudranil Ghosh",181,10/04/2024,7.9,/static/posters/Maidaan.jpg,https://www.youtube.com/embed/kDzAKXNnAVA
7412,Invasion,Action | Drama | Thriller,"When neighboring country Veragua suddenly attacks Curaçao and Aruba, the Dutch government is taken completely by surprise. The conflict escalates rapidly. Three young Navy recruits must figure out what is the right thing to do.",Bobby Boermans,"Tarikh Janssen, Gijs Blom, Ortál Vriend, Jasha Rudge, Fedja van Huêt",91,11/04/2024,4.6,/static/posters/Invasion.jpg,https://www.youtube.com/embed/bDoBegrbSPs
7413,My Penguin Friend,Family | Adventure | Drama,"A lost penguin rescued from an oil spill transforms the life of a heartbroken fisherman. They become unlikely friends, so bonded that even the vast ocean cannot divide them.",David Schurmann,"Jean Reno, Adriana Barraza, Nicolás Francella, Alexia Moyano, Rocío Hernández",98,07/08/2024,7.5,/static/posters/My_Penguin_Friend.jpg,https://www.youtube.com/embed/mMtcsYrj9e4
7414,No Other Land,Documentary,This film made by a Palestinian-Israeli collective shows the destruction of the occupied West Bank's Masafer Yatta by Israeli soldiers and the alliance which develops between the Palestinian activist Basel and Israeli journalist Yuval.,Rachel Szor,"Basel Adra, Yuval Abraham, Farisa Abu Aram, Nasser Adra, Harun Abu Aram",92,01/11/2024,7.99,/static/posters/No_Other_Land.jpg,https://www.youtube.com/embed/jOOgJICcxu0
7415,Si Juki the Movie: Harta Pulau Monyet,Animation | Adventure | Comedy | Family | Fantasy,"After discovering a map from their ancestors, Juki and his family set out on a daring treasure hunt, where pirates, monkeys and a dreadful curse await.",Faza Meonk,"Mohammad Marzuki, Indro, Jaja Mihardja, Maya Wulan, Wizzy",107,27/06/2024,7,/static/posters/Si_Juki_the_Movie_Harta_Pulau_Monyet.jpg,https://www.youtube.com/embed/fWmB3acKpHE
7416,Maharaja,Action | Thriller,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""Lakshmi"" has been taken, leaving them uncertain if it's a person or object, jeer at his request until they learn what they're really looking for.",Nithilan Saminathan,"Vijay Sethupathi, Anurag Kashyap, Sachana Namidass, Natarajan Subramaniam, Abhirami",141,14/06/2024,7.808,/static/posters/Maharaja.jpg,https://www.youtube.com/embed/Otcr-vRuaQs
7417,Mothers' Instinct,Thriller | Drama,"Housewives Alice and Celine are best friends and neighbours who seem to have it all. However, when a tragic accident shatters the harmony of their lives, guilt, suspicion and paranoia begin to unravel their sisterly bond.",Benoît Delhomme,"Anne Hathaway, Jessica Chastain, Anders Danielsen Lie, Josh Charles, Caroline Lagerfelt",94,11/01/2024,6.91,/static/posters/Mothers'_Instinct.jpg,https://www.youtube.com/embed/4ltU9ooQ8x0
7418,The Last Breath,Horror | Thriller,A group of old college friends reunite on a Caribbean scuba diving trip exploring the wreckage of a WWII battleship and find themselves trapped inside the underwater labyrinth of rusted metal surrounded by great white sharks.,Joachim Hedén,"Kim Spearman, Jack Parr, Alexander Arnold, Erin Mullen, Arlo Carter",96,28/06/2024,6.2,/static/posters/The_Last_Breath.jpg,https://www.youtube.com/embed/rVjysY9-L-I
7419,The Well,Horror,A young restorer travels to a small village to restore a medieval painting to its former glory. She will put her life in danger due to a curse attached to the painting.,Federico Zampaglione,"Lauren LaVera, Claudia Gerini, Giovanni Lombardo Radice, Linda Zampaglione, Jonathan Dylan King",91,01/08/2024,5.694,/static/posters/The_Well.jpg,https://www.youtube.com/embed/ECRaLzfqQhg
7420,The Last Kumite,Action | Thriller,"When Karate champion Michael Rivers wins the last tournament of his career, shady businessman Ron Hall offers him the opportunity to fight in an illegal Kumite in Bulgaria against the world’s best martial artists.  When Michael declines, Hall has his daughter kidnapped and, in order to rescue her, Rivers is left with no choice but to compete in the deadly tournament. Arriving in Bulgaria, he finds out that he is not the only fighter whose loved one was taken. Rivers enlists the help of trainers Master Loren, and Julie Jackson but will it be enough for him to win the tournament and save his daughter’s life?",Ross W. Clarkson,"Mathis Landwehr, Kurt McKinney, Billy Blanks, Matthias Hues, Cynthia Rothrock",105,09/05/2024,6.864,/static/posters/The_Last_Kumite.jpg,https://www.youtube.com/embed/R1VeyLrVaIo
7421,Crew,Comedy | Drama,Three ordinary air hostesses from Mumbai embark on a journey to pursue their dreams but find themselves caught up in unexpected misfortunes.,Rajesh Krishnan,"Tabu, Kareena Kapoor Khan, Kriti Sanon, Diljit Dosanjh, Rajesh Sharma",124,29/03/2024,6.858,/static/posters/Crew.jpg,https://www.youtube.com/embed/LH6sHR86t-M
7422,First Taste,Romance | Drama,"Yuna, a woman engaged with her long time boyfriend, Nicco, starts to have second thoughts when she meets again her first love, Becca. Now she is torn between the man she loves and the woman she first loved.",Roman Perez Jr.,"Angeli Khang, Robb Guinto, Matthew Francisco, Susan Africa, Audrey Avila",99,07/08/2024,5,/static/posters/First_Taste.jpg,https://www.youtube.com/embed/_Ud7ECZdMtY
7423,Saturday Night,Comedy | Drama,"At 11:30pm on October 11, 1975, a ferocious troupe of young comedians and writers changed television forever. This is the story of what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live.",Jason Reitman,"Gabriel LaBelle, Rachel Sennott, Cory Michael Smith, Ella Hunt, Dylan O'Brien",109,27/09/2024,6.7,/static/posters/Saturday_Night.jpg,https://www.youtube.com/embed/CV16GHIqtGE
7424,Back to Black,Music | History | Drama,"The extraordinary story of Amy Winehouse’s early rise to fame from her early days in Camden through the making of her groundbreaking album, Back to Black that catapulted Winehouse to global fame. Told through Amy’s eyes and inspired by her deeply personal lyrics, the film explores and embraces the many layers of the iconic artist and the tumultuous love story at the center of one of the most legendary albums of all time.",Sam Taylor-Johnson,"Marisa Abela, Jack O'Connell, Eddie Marsan, Lesley Manville, Juliet Cowan",122,11/04/2024,6.68,/static/posters/Back_to_Black.jpg,https://www.youtube.com/embed/VlW-jEscGgM
7425,The Deliverance,Horror | Thriller,"Ebony Jackson, a struggling single mother fighting her personal demons, moves her family into a new home for a fresh start. But when strange occurrences inside the home raise the suspicions of Child Protective Services and threaten to tear the family apart, Ebony soon finds herself locked in a battle for her life and the souls of her children.",Lee Daniels,"Andra Day, Glenn Close, Anthony B. Jenkins, Caleb McLaughlin, Demi Singleton",112,16/08/2024,6.034,/static/posters/The_Deliverance.jpg,https://www.youtube.com/embed/PDcDagDcwPA
7426,Straight,Romance,"Roberto is a successful 32-year-old banker with a demanding life and a job that occupies him even on the weekends; a talented girlfriend, Elia, with whom he has been in a relationship for six years; and in his free time a little soccer, beer and Cris, a 20-year-old boy he meets on a gay dating app. Cris will make him rethink whether he has the life he wants or the one he's expected to have.",Marcelo Tobar,"Alejandro Speitzer, Franco Masini, Bárbara López",93,21/11/2024,6.409,/static/posters/Straight.jpg,https://www.youtube.com/embed/bd8jBt4cP28
7427,Float,Romance | Drama,"Waverly thought she had her future figured out, she’d start her medical residency in Toronto after a summer visit to her parents in Taipei. When her plans suddenly change, she makes an impulsive detour to a small Canadian town where she meets local lifeguard Blake. After he saves her from nearly drowning at a beach party, Blake offers to teach Waverly to swim, and as the lessons continue, the two unexpectedly find themselves falling in love.",Sherren Lee,"Andrea Bang, Robbie Amell, Michelle Krusiec, Andrew Bachelor, Rukiya Bernard",100,09/02/2024,6.817,/static/posters/Float.jpg,https://www.youtube.com/embed/eCWnEaz1Oeg
7428,Lucky Baskhar,Drama | Thriller | Crime,A cash-strapped bank cashier embarks on a risky investment scheme and soon gets drawn into the murky world of money laundering.,Venky Atluri,"Dulquer Salmaan, Meenakshi Chaudhary, Rajkumar Kasireddy, Ramki, Maganti Srinath",148,30/10/2024,7.543,/static/posters/Lucky_Baskhar.jpg,https://www.youtube.com/embed/Kv5RKsqVe-Y
7429,Jigra,Crime | Drama | Thriller,"When Ankur is wrongfully imprisoned and sentenced to death in a foreign country, his steely sister Satya is driven by a lethal resolve to break him free.",Vasan Bala,"Alia Bhatt, Vedang Raina, Manoj Pahwa, Vivek Gomber, Akashdeep Sabir",155,10/10/2024,6.206,/static/posters/Jigra.jpg,https://www.youtube.com/embed/JmEy8uid_Hk
7430,Bonhoeffer: Pastor. Spy. Assassin,History | Drama | War,"As the world teeters on the brink of annihilation, Dietrich Bonhoeffer joins a deadly plot to assassinate Hitler, risking his faith and fate to save millions of Jews from genocide.",Todd Komarnicki,"Jonas Dassler, Phileas Heyblom, August Diehl, David Jonsson, Moritz Bleibtreu",132,20/11/2024,6.8,/static/posters/Bonhoeffer_Pastor._Spy._Assassin.jpg,https://www.youtube.com/embed/WZM90izJ8sI
7431,Sixty Minutes,Action | Adventure | Crime | Drama | Thriller,"Desperate to keep custody of his daughter, a mixed martial arts fighter abandons a big match and races across Berlin to attend her birthday party.",Oliver Kienle,"Emilio Sakraya, Dennis Mojen, Marie Mouroum, Paul Wollin, Florian Schmidtke",89,19/01/2024,6.8,/static/posters/Sixty_Minutes.jpg,https://www.youtube.com/embed/uiyZW82Rxf8
7432,The Beast,Drama | Science Fiction | Romance,"In the near future where emotions have become a threat, Gabrielle finally decides to purify her DNA in a machine that will immerse her in her past lives and rid her of any strong feelings. She then meets Louis and feels a powerful connection, as if she had known him forever.",Bertrand Bonello,"Léa Seydoux, George MacKay, Guslagie Malanda, Dasha Nekrasova, Martin Scali",146,07/02/2024,6.288,/static/posters/The_Beast.jpg,https://www.youtube.com/embed/cxjTAeaCWQc
7433,The Front Room,Horror,"Everything goes to hell for newly-pregnant Belinda after her mother-in-law moves in. As the diabolical guest tries to get her claws on the child, Belinda must draw the line somewhere.",Max Eggers,"Brandy Norwood, Andrew Burnap, Kathryn Hunter, Neal Huff, David Manis",95,05/09/2024,5.184,/static/posters/The_Front_Room.jpg,https://www.youtube.com/embed/eMQt_V2eCRY
7434,Butas,Drama | Thriller,Witness how the lives of four young people who have various sexual quirks and inhibitions intertwine as they live together in a snug boarding house.,Dado C. Lumibao,"Angela Morena, Angelica Hart, Albie Casiño, JD Aguas, Mosang",112,30/08/2024,5.2,/static/posters/Butas.jpg,https://www.youtube.com/embed/dfLWaoKI52o
7435,The Clean Up Crew,Action | Crime | Thriller,"When a crime scene clean up crew discovers a briefcase full of money, they must out smart a criminal kingpin and corrupt FBI agents who want it back.",Jon Keeyes,"Jonathan Rhys Meyers, Swen Temmel, Ekaterina Baker, Melissa Leo, Antonio Banderas",95,12/09/2024,5.4,/static/posters/The_Clean_Up_Crew.jpg,https://www.youtube.com/embed/xzmDx9YXLGA
7436,Dirty Ice Cream,Drama,"Villagers are experiencing an extreme heat. Two hot ice cream vendors come to the village to sell ice cream. With electricity out, the women of the subdivision take turns having the vendors satisfy their every needs.",Mervyn Brondial,"Christy Imperial, Jem Milton, Candy Veloso, Yda Manzano, Seonwoo Kim",44,10/05/2024,4.4,/static/posters/Dirty_Ice_Cream.jpg,https://www.youtube.com/embed/0s2X00S4pLc
7437,A Legend,Action | Adventure | Fantasy,An archeologist noticed that the texture of the relics discovered during the excavation of a glacier closely resembled a jade pendant seen in one of his dreams. He and his team then embark on an expedition into the depths of the glacier.,Stanley Tong Gwai-Lai,"Jackie Chan, Zhang Yixing, Gulnezer Bextiyar, Aarif Rahman, Jerry Lee",129,05/07/2024,5.7,/static/posters/A_Legend.jpg,https://www.youtube.com/embed/7YmBz_Tuzb0
7438,Baby Shark's Big Movie,Family | Comedy | Adventure | Animation | Music,"Baby Shark is forced to leave the world he loves behind after his family’s move to the big city, and must adjust to his new life without his best friend, William. When Baby Shark encounters an evil pop starfish named Stariana who plans to steal his gift of song in order to dominate all underwater music, he must break her spell to restore harmony to the seas.",Alan Foreman,"Kimiko Glenn, Luke Youngblood, Natasha Rothwell, Eric Edelstein, Debra Wilson",78,07/02/2024,6.7,/static/posters/Baby_Shark's_Big_Movie.jpg,https://www.youtube.com/embed/L10V_SQMO0E
7439,Blue Cave,Drama | Romance,"When Cem finds himself at the brink of losing the love of his life, Alara, he embarks on an expedition to the Blue Cave, Alara's most beloved archeological site, to feel close to her again.",Altan Dönmez,"Kerem Bürsin, Devrim Özkan, Okan Yalabık, Yüsra Geyik, İdil Sivritepe",88,17/10/2024,7,/static/posters/Blue_Cave.jpg,https://www.youtube.com/embed/ByJZauSZrAw
7440,Pimpinero: Blood and Oil,Action | Crime | Drama,"When Juan, a young gasoline smuggler, is forced to work for a mysterious organization in the desert bordering Colombia and Venezuela, his girlfriend Diana embarks on a journey to uncover the secrets that inhabit this no-man’s-land.",Andrés Baiz,"Juanes, Alejandro Speitzer, Alberto Guerra, Laura Osma, Norberto Rivera",122,10/10/2024,6.2,/static/posters/Pimpinero_Blood_and_Oil.jpg,https://www.youtube.com/embed/g8HrGG4jmRQ
7441,Lost on a Mountain in Maine,Adventure | Drama | Family,"When twelve-year-old Donn Fendler gets tired of waiting for his father and brothers to join him on the summit of Maine's highest peak, he decides to find his own way back to camp. But Donn doesn't count on a fast-moving fog that obscures the path. He doesn't count on falling down an embankment that hides him from sight. And he doesn't count on taking a turn that leaves him alone to wander aimlessly for nearly two weeks in the empty mountain wilderness.",Andrew Kightlinger,"Luke David Blumm, Paul Sparks, Caitlin FitzGerald, Ethan Slater, Griffin Wallace Henkel",115,01/11/2024,7.1,/static/posters/Lost_on_a_Mountain_in_Maine.jpg,https://www.youtube.com/embed/EKD4cVv2l0Q
7442,Love in 39 Degrees,Romance | Drama | Comedy,"Fatih and Kumru, a lawyer from different cities, team up for a case involving a cheating spouse. They spend 8 hours racing around Izmir gathering evidence, unexpectedly altering their plans and lives.",Tunç Sahin,"Ayça Ayşin Turan, Furkan Andıç, Cem Davran, Pelinsu Pir, Zeynep Oymak",115,06/12/2024,7.1,/static/posters/Love_in_39_Degrees.jpg,https://www.youtube.com/embed/pBmPCUeGy6E
